Start_UTC,time_UTC, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
42360,11:46:00,-10.8908117,0.8989117,1344,0,1.035,0.444,0.419,0.351,0.334,0.307,0.289,0.282,0.282,0.268,0.23,0.219,0.199,0.19,0.206,0.146,0.121,0.09,0.083,0.084,0.072,0.07,0.051,0.044,0.063,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.003,0.004,0.006,0.005,0.003,0.004,0.004,0.003,0.004,0.013,0.008,0.008,0.007,0.008,0.012,0.018,0.01
42361,11:46:01,-10.8915383,0.8996383,1344,0,1.035,0.444,0.419,0.351,0.334,0.307,0.289,0.282,0.282,0.268,0.23,0.219,0.199,0.19,0.206,0.146,0.121,0.09,0.083,0.084,0.072,0.07,0.051,0.044,0.063,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.003,0.004,0.006,0.005,0.003,0.004,0.004,0.003,0.004,0.013,0.008,0.008,0.007,0.008,0.012,0.018,0.01
42986,11:56:26,-11.4273209,1.4445209,1217,0,1.037,0.497,0.471,0.396,0.376,0.346,0.326,0.317,0.317,0.301,0.259,0.247,0.225,0.212,0.229,0.162,0.132,0.096,0.091,0.089,0.075,0.077,0.053,0.042,0.059,0.01,0.01,0.007,0.005,0.006,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.003,0.004,0.003,0.003,0.006,0.008,0.009,0.007,0.011,0.005,0.014,0.014
42987,11:56:27,-11.4284117,1.4456632,1214.5,1,1.037,0.511,0.486,0.41,0.391,0.361,0.341,0.332,0.331,0.316,0.275,0.263,0.239,0.229,0.245,0.18,0.148,0.112,0.104,0.102,0.088,0.089,0.07,0.057,0.077,0.011,0.01,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.009,0.006,0.006,0.006,0.006,0.005,0.005,0.012,0.01,0.011,0.009,0.008,0.011,0.021,0.017
42988,11:56:28,-11.4291383,1.4464383,1213.2,1,1.037,0.511,0.486,0.41,0.391,0.361,0.341,0.332,0.331,0.316,0.275,0.263,0.239,0.229,0.245,0.18,0.148,0.112,0.104,0.102,0.088,0.089,0.07,0.057,0.077,0.011,0.01,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.009,0.006,0.006,0.006,0.006,0.005,0.005,0.012,0.01,0.011,0.009,0.008,0.011,0.021,0.017
42989,11:56:29,-11.4298633,1.4471962,1211.3,0,1.037,0.507,0.477,0.403,0.383,0.352,0.331,0.323,0.322,0.306,0.265,0.252,0.229,0.218,0.234,0.168,0.138,0.098,0.094,0.091,0.077,0.077,0.055,0.047,0.053,0.015,0.016,0.016,0.012,0.012,0.012,0.011,0.011,0.011,0.01,0.009,0.009,0.008,0.008,0.008,0.007,0.013,0.008,0.008,0.009,0.01,0.013,0.012,0.012
42990,11:56:30,-11.4305919,1.4479919,1209.5,0,1.037,0.504,0.478,0.402,0.382,0.351,0.332,0.322,0.322,0.307,0.264,0.252,0.23,0.217,0.233,0.166,0.137,0.097,0.095,0.089,0.074,0.079,0.051,0.038,0.053,0.015,0.012,0.011,0.007,0.008,0.007,0.007,0.006,0.006,0.007,0.007,0.006,0.006,0.005,0.003,0.005,0.01,0.007,0.007,0.007,0.008,0.014,0.01,0.01
42991,11:56:31,-11.4313148,1.4487292,1207.7,0,1.037,0.504,0.477,0.399,0.38,0.349,0.329,0.32,0.319,0.303,0.262,0.25,0.227,0.215,0.23,0.163,0.134,0.095,0.091,0.089,0.074,0.075,0.046,0.048,0.051,0.015,0.012,0.013,0.009,0.01,0.008,0.008,0.009,0.007,0.008,0.008,0.006,0.005,0.006,0.005,0.005,0.013,0.007,0.007,0.008,0.007,0.016,0.015,0.013
42992,11:56:32,-11.4320454,1.4495511,1205.9,0,1.037,0.504,0.478,0.4,0.381,0.35,0.329,0.321,0.32,0.304,0.263,0.251,0.227,0.216,0.232,0.166,0.136,0.213,0.208,0.207,0.198,0.199,0.183,0.178,0.193,0.011,0.01,0.007,0.005,0.005,0.006,0.005,0.004,0.004,0.007,0.005,0.004,0.005,0.004,0.003,0.003,0.011,0.01,0.007,0.007,0.008,0.008,0.017,0.01
42993,11:56:33,-11.4327668,1.4503627,1204.1,0,1.037,0.505,0.482,0.404,0.384,0.353,0.334,0.325,0.324,0.309,0.267,0.255,0.232,0.221,0.236,0.17,0.14,0.106,0.102,0.1,0.088,0.086,0.061,0.048,0.065,0.01,0.01,0.008,0.005,0.006,0.006,0.005,0.004,0.004,0.007,0.005,0.003,0.004,0.004,0.003,0.004,0.013,0.008,0.007,0.007,0.007,0.01,0.013,0.009
42994,11:56:34,-11.4334976,1.4510976,1202.3,0,1.037,0.504,0.478,0.401,0.379,0.349,0.33,0.32,0.32,0.305,0.262,0.25,0.227,0.215,0.231,0.165,0.134,0.096,0.092,0.09,0.075,0.076,0.048,0.042,0.055,0.015,0.012,0.013,0.009,0.01,0.008,0.008,0.009,0.008,0.009,0.008,0.006,0.006,0.006,0.004,0.005,0.013,0.007,0.007,0.009,0.007,0.014,0.016,0.012
42995,11:56:35,-11.4343075,1.4519075,1200.4,1,1.037,0.616,0.588,0.516,0.495,0.466,0.448,0.44,0.439,0.424,0.386,0.375,0.355,0.343,0.362,0.301,0.274,0.18,0.178,0.175,0.164,0.166,0.149,0.14,0.158,0.017,0.013,0.011,0.008,0.008,0.008,0.008,0.006,0.006,0.008,0.006,0.007,0.007,0.006,0.004,0.005,0.011,0.007,0.011,0.007,0.012,0.013,0.013,0.019
42996,11:56:36,-11.4350526,1.4526526,1199.3,1,1.037,0.566,0.54,0.465,0.444,0.413,0.395,0.387,0.386,0.371,0.33,0.319,0.297,0.286,0.304,0.239,0.212,0.498,0.498,0.498,0.506,0.507,0.501,0.5,0.517,0.011,0.01,0.009,0.006,0.006,0.006,0.007,0.007,0.005,0.007,0.005,0.006,0.005,0.004,0.004,0.003,0.009,0.008,0.007,0.007,0.008,0.009,0.011,0.012
42997,11:56:37,-11.4362609,1.4539209,1196.6,1,1.037,0.674,0.653,0.579,0.56,0.533,0.514,0.507,0.507,0.492,0.455,0.446,0.427,0.417,0.436,0.377,0.355,0.754,0.748,0.75,0.769,0.771,0.782,0.795,0.829,0.01,0.009,0.008,0.005,0.006,0.005,0.005,0.004,0.004,0.007,0.005,0.003,0.004,0.004,0.003,0.004,0.014,0.008,0.008,0.008,0.008,0.013,0.018,0.015
42998,11:56:38,-11.4373061,1.4550061,1194,1,1.037,0.558,0.531,0.454,0.435,0.406,0.385,0.378,0.377,0.363,0.322,0.31,0.29,0.277,0.294,0.232,0.202,0.306,0.304,0.302,0.299,0.298,0.287,0.284,0.302,0.01,0.01,0.007,0.006,0.006,0.006,0.005,0.004,0.004,0.008,0.005,0.005,0.006,0.005,0.004,0.003,0.01,0.007,0.008,0.007,0.007,0.019,0.017,0.012
42999,11:56:39,-11.438032,1.4557735,1192.2,1,1.037,0.558,0.531,0.454,0.435,0.406,0.385,0.378,0.377,0.363,0.322,0.31,0.29,0.277,0.294,0.232,0.202,0.306,0.304,0.302,0.299,0.298,0.287,0.284,0.302,0.01,0.01,0.007,0.006,0.006,0.006,0.005,0.004,0.004,0.008,0.005,0.005,0.006,0.005,0.004,0.003,0.01,0.007,0.008,0.007,0.007,0.019,0.017,0.012
43000,11:56:40,-11.4387633,1.4565633,1190.3,0,1.037,0.509,0.485,0.408,0.387,0.356,0.337,0.329,0.328,0.313,0.272,0.259,0.237,0.225,0.242,0.177,0.144,0.201,0.195,0.194,0.186,0.185,0.17,0.158,0.178,0.012,0.012,0.009,0.007,0.007,0.008,0.007,0.007,0.007,0.008,0.006,0.006,0.005,0.007,0.006,0.006,0.013,0.011,0.009,0.008,0.007,0.006,0.018,0.011
43001,11:56:41,-11.4394919,1.4572919,1188.3,1,1.037,0.772,0.746,0.677,0.66,0.632,0.614,0.607,0.608,0.593,0.56,0.551,0.533,0.525,0.545,0.491,0.473,0.198,0.192,0.19,0.18,0.181,0.161,0.155,0.168,0.012,0.01,0.008,0.006,0.006,0.007,0.006,0.005,0.005,0.007,0.006,0.005,0.006,0.004,0.003,0.003,0.012,0.01,0.007,0.007,0.008,0.006,0.02,0.01
43002,11:56:42,-11.4402292,1.4580292,1185.7,1,1.037,1.048,1.026,0.966,0.95,0.928,0.913,0.907,0.906,0.896,0.87,0.863,0.851,0.845,0.868,0.827,0.821,0.9,0.897,0.898,0.921,0.925,0.95,0.98,1.009,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.004,0.003,0.006,0.005,0.003,0.004,0.004,0.003,0.003,0.011,0.01,0.008,0.008,0.009,0.011,0.016,0.018
43003,11:56:43,-11.4410461,1.4588461,1183.9,1,1.037,1.652,1.646,1.604,1.593,1.581,1.572,1.568,1.568,1.564,1.553,1.549,1.554,1.55,1.584,1.566,1.588,1.717,1.719,1.726,1.798,1.79,1.865,1.899,1.79,0.01,0.009,0.008,0.005,0.006,0.006,0.005,0.004,0.004,0.007,0.005,0.003,0.004,0.004,0.003,0.004,0.015,0.009,0.011,0.011,0.011,0.022,0.03,0.042
43004,11:56:44,-11.4417773,1.4595773,1182.1,1,1.037,1.77,1.751,1.717,1.709,1.696,1.688,1.687,1.687,1.684,1.678,1.676,1.679,1.677,1.712,1.7,1.729,1.902,1.904,1.907,1.98,1.977,2.056,2.05,1.891,0.018,0.016,0.017,0.013,0.013,0.012,0.012,0.012,0.012,0.011,0.01,0.009,0.009,0.009,0.008,0.008,0.015,0.01,0.012,0.013,0.014,0.028,0.033,0.049
43005,11:56:45,-11.442499,1.4603864,1180.3,1,1.037,1.252,1.229,1.176,1.161,1.14,1.127,1.12,1.12,1.112,1.092,1.084,1.077,1.07,1.096,1.061,1.064,1.5,1.509,1.512,1.571,1.577,1.64,1.675,1.618,0.011,0.009,0.007,0.005,0.005,0.006,0.005,0.004,0.004,0.007,0.005,0.003,0.004,0.004,0.003,0.003,0.011,0.01,0.01,0.01,0.01,0.016,0.024,0.034
43006,11:56:46,-11.4432289,1.4611289,1178.4,1,1.037,1.747,1.732,1.693,1.683,1.674,1.664,1.663,1.662,1.659,1.653,1.648,1.653,1.65,1.681,1.668,1.69,1.084,1.08,1.084,1.115,1.118,1.146,1.164,1.193,0.012,0.011,0.009,0.007,0.007,0.008,0.007,0.007,0.007,0.008,0.007,0.007,0.007,0.007,0.006,0.004,0.013,0.009,0.009,0.009,0.008,0.014,0.023,0.022
43007,11:56:47,-11.4439526,1.4618526,1176.6,1,1.037,1.831,1.816,1.783,1.773,1.761,1.755,1.752,1.753,1.747,1.742,1.739,1.743,1.744,1.776,1.763,1.788,1.812,1.816,1.83,1.901,1.914,1.974,2.019,1.855,0.016,0.012,0.013,0.009,0.01,0.008,0.009,0.01,0.009,0.009,0.009,0.007,0.007,0.006,0.004,0.005,0.015,0.01,0.012,0.013,0.012,0.024,0.035,0.047
43008,11:56:48,-11.4452209,1.4631209,1173,1,1.037,2.164,2.146,2.126,2.12,2.114,2.11,2.111,2.109,2.11,2.115,2.11,2.128,2.127,2.162,2.163,2.208,1.322,1.329,1.329,1.383,1.383,1.439,1.446,1.465,0.02,0.018,0.015,0.012,0.012,0.012,0.012,0.013,0.011,0.011,0.009,0.01,0.01,0.009,0.007,0.006,0.009,0.01,0.01,0.012,0.011,0.016,0.022,0.027
43009,11:56:49,-11.4463061,1.4642061,1170,1,1.037,0.864,0.839,0.774,0.757,0.731,0.715,0.708,0.708,0.696,0.664,0.655,0.64,0.631,0.654,0.602,0.587,1.235,1.242,1.248,1.295,1.298,1.349,1.368,1.379,0.012,0.01,0.008,0.006,0.006,0.005,0.006,0.005,0.004,0.007,0.004,0.004,0.003,0.004,0.003,0.004,0.01,0.009,0.009,0.009,0.012,0.012,0.021,0.028
43010,11:56:50,-11.447032,1.464932,1168.2,1,1.037,0.864,0.839,0.774,0.757,0.731,0.715,0.708,0.708,0.696,0.664,0.655,0.64,0.631,0.654,0.602,0.587,1.235,1.242,1.248,1.295,1.298,1.349,1.368,1.379,0.012,0.01,0.008,0.006,0.006,0.005,0.006,0.005,0.004,0.007,0.004,0.004,0.003,0.004,0.003,0.004,0.01,0.009,0.009,0.009,0.012,0.012,0.021,0.028
43011,11:56:51,-11.4477633,1.4656962,1166,1,1.037,1.227,1.203,1.146,1.131,1.111,1.097,1.091,1.091,1.082,1.062,1.053,1.045,1.037,1.064,1.025,1.024,1.785,1.794,1.798,1.869,1.874,1.967,2.014,1.827,0.01,0.01,0.007,0.005,0.005,0.005,0.005,0.004,0.004,0.007,0.004,0.004,0.005,0.005,0.004,0.005,0.009,0.011,0.011,0.012,0.013,0.027,0.031,0.047
43012,11:56:52,-11.4484919,1.4664919,1163.5,1,1.037,1.923,1.916,1.882,1.877,1.864,1.857,1.858,1.858,1.856,1.851,1.849,1.856,1.853,1.889,1.881,1.911,1.895,1.904,1.905,1.985,1.996,2.074,2.088,1.883,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.004,0.004,0.003,0.004,0.011,0.01,0.013,0.012,0.013,0.024,0.035,0.05
43013,11:56:53,-11.4492148,1.4672148,1161.7,1,1.037,2.305,2.296,2.281,2.275,2.272,2.268,2.267,2.267,2.269,2.276,2.277,2.287,2.288,2.328,2.329,2.369,2.33,2.335,2.343,2.426,2.435,2.562,2.37,2.262,0.015,0.012,0.013,0.01,0.01,0.01,0.008,0.01,0.009,0.01,0.009,0.008,0.01,0.009,0.009,0.007,0.021,0.013,0.017,0.018,0.019,0.047,0.054,0.096
43014,11:56:54,-11.4499518,1.4679461,1159.9,1,1.037,3.059,3.068,3.078,3.077,3.088,3.09,3.096,3.099,3.107,3.13,3.134,3.167,3.169,3.215,3.249,3.312,3.236,3.291,3.338,3.367,3.455,3.361,3.108,2.673,0.017,0.015,0.013,0.009,0.01,0.009,0.009,0.009,0.009,0.009,0.007,0.007,0.006,0.005,0.004,0.005,0.034,0.03,0.043,0.048,0.048,0.113,0.163,0.206
43015,11:56:55,-11.4507745,1.4686773,1158.1,1,1.037,2.894,2.897,2.905,2.904,2.91,2.909,2.915,2.917,2.927,2.948,2.95,2.97,2.976,3.021,3.032,3.091,1.038,1.037,1.041,1.065,1.062,1.102,1.094,1.128,0.019,0.012,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.007,0.006,0.004,0.005,0.004,0.003,0.007,0.007,0.008,0.008,0.01,0.01,0.021,0.029,0.025
43016,11:56:56,-11.451499,1.4694864,1155.4,1,1.037,2.448,2.446,2.435,2.432,2.432,2.432,2.433,2.434,2.436,2.448,2.449,2.47,2.471,2.511,2.52,2.57,3.315,3.353,3.466,3.458,3.596,3.461,3.186,2.847,0.016,0.018,0.015,0.012,0.012,0.011,0.013,0.013,0.012,0.013,0.009,0.011,0.011,0.01,0.009,0.009,0.035,0.032,0.051,0.058,0.056,0.116,0.188,0.365
43017,11:56:57,-11.4522289,1.4702289,1153.4,1,1.037,2.795,2.78,2.767,2.76,2.754,2.751,2.749,2.747,2.748,2.743,2.742,2.748,2.745,2.778,2.758,2.78,3.128,3.115,3.142,3.206,3.246,3.208,2.966,2.709,0.019,0.021,0.022,0.022,0.022,0.021,0.024,0.025,0.024,0.024,0.023,0.024,0.024,0.022,0.026,0.023,0.044,0.03,0.041,0.04,0.043,0.087,0.156,0.234
43018,11:56:58,-11.4530917,1.4711039,1151.2,1,1.037,2.795,2.78,2.767,2.76,2.754,2.751,2.749,2.747,2.748,2.743,2.742,2.748,2.745,2.778,2.758,2.78,3.128,3.115,3.142,3.206,3.246,3.208,2.966,2.709,0.019,0.021,0.022,0.022,0.022,0.021,0.024,0.025,0.024,0.024,0.023,0.024,0.024,0.022,0.026,0.023,0.044,0.03,0.041,0.04,0.043,0.087,0.156,0.234
43019,11:56:59,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43020,11:57:00,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43021,11:57:01,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43022,11:57:02,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43023,11:57:03,-11.4576069,1.4756983,1139.3,1,1.037,5.445,5.472,5.335,5.311,5.274,5.252,5.241,5.251,5.236,5.188,5.188,5.172,5.164,5.173,5.159,5.141,4.02,4.587,4.06,4.003,4.435,3.967,3.481,2.847,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43024,11:57:04,-11.4583597,1.4764597,1137.2,1,1.037,5.445,5.472,5.335,5.311,5.274,5.252,5.241,5.251,5.236,5.188,5.188,5.172,5.164,5.173,5.159,5.141,4.02,4.587,4.06,4.003,4.435,3.967,3.481,2.847,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43025,11:57:05,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
43026,11:57:06,-11.4595038,1.4776038,1133.6,1,1.037,4.868,4.849,4.766,4.749,4.726,4.715,4.703,4.698,4.693,4.676,4.673,4.669,4.66,4.685,4.663,4.691,3.815,4.317,3.913,3.77,4.174,3.677,3.546,2.847,0.116,0.113,0.12,0.122,0.122,0.123,0.125,0.125,0.126,0.128,0.126,0.129,0.13,0.128,0.131,0.132,0.164,0.16,0.191,0.202,0.186,0.255,0.45,0.407
43027,11:57:07,-11.4603345,1.478461,1130.9,1,1.037,4.868,4.849,4.766,4.749,4.726,4.715,4.703,4.698,4.693,4.676,4.673,4.669,4.66,4.685,4.663,4.691,3.815,4.317,3.913,3.77,4.174,3.677,3.546,2.847,0.116,0.113,0.12,0.122,0.122,0.123,0.125,0.125,0.126,0.128,0.126,0.129,0.13,0.128,0.131,0.132,0.164,0.16,0.191,0.202,0.186,0.255,0.45,0.407
43028,11:57:08,-11.4613003,1.479467,1127.7,1,1.037,5.459,5.437,5.396,5.37,5.365,5.362,5.366,5.361,5.364,5.367,5.366,5.397,5.395,5.43,5.43,5.46,4.374,5.231,4.208,4.022,4.84,3.967,3.807,3.422,0.618,0.615,0.619,0.618,0.62,0.62,0.62,0.621,0.621,0.623,0.622,0.624,0.626,0.625,0.63,0.634,0.685,0.671,0.713,0.798,0.718,0.843,1.22,1.597
43029,11:57:09,-11.4622384,1.4804414,1124.7,1,1.037,5.459,5.437,5.396,5.37,5.365,5.362,5.366,5.361,5.364,5.367,5.366,5.397,5.395,5.43,5.43,5.46,4.374,5.231,4.208,4.022,4.84,3.967,3.807,3.422,0.618,0.615,0.619,0.618,0.62,0.62,0.62,0.621,0.621,0.623,0.622,0.624,0.626,0.625,0.63,0.634,0.685,0.671,0.713,0.798,0.718,0.843,1.22,1.597
